107989;-169948;47709;26242;2
124183;-189525;48721;25018;1
118303;-169062;48353;26297;8
113192;-166839;48034;26436;1
107668;-182631;47689;25449;8
124234;-188075;48724;25109;8
114362;-172593;48107;26076;2
108103;-175723;47716;25881;1
128121;-174010;48967;25988;4
103186;-167869;47409;26372;8
118131;-166719;48343;26444;1
102763;-180208;47382;25601;2
109438;-164034;47799;26611;4
123614;-188261;48685;25097;4
127287;-166683;48915;26446;2
129377;-163957;49046;26616;8
118765;-165811;48382;26500;4
113800;-185657;48072;25260;1
106002;-165144;47585;26542;1
114062;-184866;48088;25309;2
102678;-176361;47377;25841;1
117361;-189794;48295;25001;2
116785;-169610;48259;26263;8
125739;-185090;48818;25295;1
123475;-189247;48677;25036;1
119118;-191255;48404;24910;2
123827;-180937;48699;25555;2
125290;-195385;48790;24652;1
105014;-190241;47523;24973;4
113232;-186155;48037;25229;2
122218;-185521;48598;25268;2
117818;-170615;48323;26200;4
126983;-184584;48896;25327;8
116178;-188417;48221;25087;8
107731;-171618;47693;26137;4
106595;-164599;47622;26576;4
114555;-187479;48119;25146;1
128890;-179665;49015;25634;4
118488;-165260;48365;26535;8
127358;-183177;48919;25415;1
113998;-170133;48084;26230;4
117020;-192017;48273;24862;4
128539;-184438;48993;25336;1
114249;-185767;48100;25253;2
103149;-177977;47406;25740;8
105116;-191208;47529;24913;4
123191;-173316;48659;26031;2
109317;-179999;47792;25614;4
122422;-186229;48611;25224;1
125328;-165383;48793;26527;2
118213;-181701;48348;25507;2
103023;-167667;47398;26384;1
123175;-181570;48658;25515;2
109617;-189453;47811;25023;1
108092;-192416;47715;24838;4
128209;-169513;48973;26269;4
121815;-177123;48573;25793;2
104484;-190045;47490;24986;8
123038;-170731;48649;26193;8
121716;-184534;48567;25330;4
107075;-168464;47652;26335;2
120008;-180758;48460;25566;8
128449;-169633;48988;26261;4
118013;-168498;48335;26332;1
104034;-170213;47462;26225;1
119336;-193951;48418;24742;8
115569;-168432;48183;26337;2
124286;-168611;48727;26325;8
104704;-175395;47504;25901;2
115614;-163854;48185;26623;1
102685;-175483;47377;25896;4
117133;-190415;48280;24963;4
129704;-186630;49066;25199;8
127382;-182120;48921;25481;4
107420;-184928;47673;25306;1
106726;-196489;47630;24583;8
107106;-176695;47654;25820;8
113537;-188437;48056;25086;4
125708;-188340;48816;25092;1
107489;-196399;47678;24589;1
104410;-164184;47485;26602;8
118714;-185083;48379;25296;2
