124074;-181720;48714;25506;1
118680;-168166;48377;26353;2
108757;-167556;47757;26391;4
106867;-172517;47639;26081;2
109145;-169669;47781;26259;4
123271;-182385;48664;25464;1
124361;-173371;48732;26028;1
115586;-182361;48184;25466;1
106042;-176697;47587;25820;2
106707;-173419;47629;26025;4
115716;-183575;48192;25390;1
109392;-169924;47797;26243;2
106825;-175864;47636;25872;2
123183;-193908;48658;24744;4
116196;-178401;48222;25713;2
112479;-168143;47989;26355;8
123927;-181457;48705;25522;4
109825;-170063;47824;26235;2
125112;-173053;48779;26048;2
115077;-179352;48152;25654;8
124777;-172998;48758;26051;1
120486;-168396;48490;26339;1
111339;-168008;47918;26363;8
110005;-171135;47835;26168;1
123556;-175048;48682;25923;1
117851;-182447;48325;25461;8
114405;-178869;48110;25684;2
114601;-179330;48122;25655;8
106276;-175305;47602;25907;8
110695;-167570;47878;26390;8
112127;-166557;47967;26454;1
110417;-169489;47861;26270;8
116040;-177289;48212;25783;1
107095;-172632;47653;26074;1
105868;-175212;47576;25913;1
125327;-173172;48792;26040;4
109566;-169036;47807;26299;4
114569;-179348;48120;25654;8
112410;-167642;47985;26386;1
111388;-167534;47921;26393;2
119287;-182140;48415;25480;4
126195;-172667;48847;26072;2
110920;-170980;47892;26177;1
105902;-174409;47578;25963;4
116048;-178840;48213;25686;1
110970;-170039;47895;26236;4
125867;-172532;48826;26080;4
106336;-176789;47606;25814;4
113456;-171086;48051;26171;1
120306;-168598;48479;26326;4
109778;-168860;47821;26310;2
108297;-173745;47728;26004;8
105633;-173555;47562;26016;1
107593;-176399;47684;25839;2
106746;-173065;47631;26047;1
119523;-168488;48430;26333;1
111946;-170826;47956;26187;1
121062;-188354;48526;25091;4
125604;-172971;48810;26053;1
111517;-171128;47929;26168;1
110093;-169321;47840;26281;4
119952;-181846;48457;25498;1
109204;-169244;47785;26286;8
123824;-173934;48699;25993;4
110566;-170528;47870;26206;2
106170;-175180;47595;25915;1
113827;-169667;48074;26259;8
115548;-185195;48181;25289;8
107835;-176516;47699;25831;2
111974;-166637;47958;26449;8
111793;-170829;47947;26187;2
111875;-167084;47952;26421;2
106575;-175370;47620;25903;2
116848;-178644;48263;25698;1
111751;-166513;47944;26456;2
125711;-172646;48816;26073;2
108876;-176037;47764;25861;1
116969;-179400;48270;25651;2
107377;-172810;47671;26063;1
123485;-181822;48677;25500;2
112461;-168394;47988;26339;1
120576;-188603;48496;25076;2
119302;-168243;48416;26348;4
108603;-174113;47747;25981;8
112506;-175482;47991;25896;1
109952;-171025;47832;26174;8
106923;-173539;47642;26017;1
108756;-167933;47757;26368;8
110628;-168658;47874;26322;1
107576;-165432;47683;26524;2
114654;-178341;48125;25717;2
113115;-169400;48029;26276;4
108715;-170549;47754;26204;4
125291;-172581;48790;26077;4
115741;-182052;48193;25485;2
123487;-181742;48677;25505;2
113190;-169802;48034;26251;4
108709;-168820;47754;26312;1
109205;-176883;47785;25808;2
108667;-176029;47751;25862;2
118122;-171699;48342;26132;4
120762;-193584;48507;24765;4
109214;-175735;47785;25880;1
108715;-167700;47754;26382;4
108443;-173617;47737;26012;1
112620;-175247;47998;25911;1
116155;-181091;48219;25545;4
109526;-174767;47805;25941;4
124012;-174249;48710;25973;2
115480;-183441;48177;25398;1
116632;-184138;48249;25355;4
119766;-181857;48445;25497;2
111847;-167269;47950;26409;1
108230;-176217;47724;25850;2
124224;-173868;48724;25997;1
118313;-171516;48354;26144;1
128981;-194851;49021;24685;8
111545;-167425;47931;26399;4
110219;-169609;47848;26263;8
117391;-181613;48296;25513;2
113456;-169116;48051;26294;8
110519;-170497;47867;26207;4
110590;-167148;47871;26417;1
114392;-178773;48109;25690;8
123859;-174585;48701;25952;1
105918;-176661;47579;25822;1
117280;-183759;48290;25379;8
112235;-170401;47974;26213;2
114873;-179426;48139;25649;1
119255;-182130;48413;25480;2
107081;-172809;47652;26063;8
121055;-188450;48525;25085;4
111450;-170787;47925;26189;2
112842;-169115;48012;26294;4
110363;-165063;47857;26547;8
129840;-190808;49075;24938;1
119458;-181909;48426;25494;8
120870;-168246;48514;26348;8
109871;-170074;47826;26234;1
116748;-183890;48256;25370;8
123057;-175129;48651;25918;2
114576;-178870;48121;25684;1
106269;-172763;47601;26066;4
109296;-164952;47791;26554;2
112455;-167788;47988;26377;1
107824;-172809;47699;26063;4
123842;-181572;48700;25515;4
129933;-176882;49080;25808;1
116899;-195395;48266;24651;8
117157;-183040;48282;25424;4
107971;-176297;47708;25845;2
112060;-167106;47963;26419;1
118575;-168118;48370;26356;4
123711;-182094;48691;25483;2
111550;-166385;47931;26464;8
107570;-176578;47683;25827;2
111256;-166286;47913;26471;2
115176;-180105;48158;25607;2
116227;-184177;48224;25352;8
107416;-176123;47673;25856;2
109870;-174512;47826;25957;1
116467;-180076;48239;25609;1
115423;-176686;48173;25821;2
116067;-183882;48214;25371;2
110545;-169387;47869;26277;2
107556;-176293;47682;25845;1
115679;-182595;48189;25451;4
108967;-165656;47770;26510;8
106110;-173358;47591;26029;8
106285;-174187;47602;25977;8
