98670;-186809;47126;25188;2
104072;-188371;47464;25090;4
99888;-191726;47203;24881;1
99135;-185474;47155;25271;8
99377;-165535;47171;26518;4
129101;-196026;49028;24612;1
126688;-176796;48878;25814;1
130089;-196009;49090;24613;4
116235;-175794;48224;25876;1
113689;-191802;48065;24876;2
98824;-186236;47136;25224;2
124114;-194685;48717;24696;1
113377;-174054;48046;25985;8
98837;-187966;47137;25116;8
100210;-189796;47223;25001;1
104106;-190825;47466;24937;1
125399;-173896;48797;25995;2
102756;-187032;47382;25174;1
111226;-176999;47911;25801;1
119517;-185969;48429;25240;4
98423;-186386;47111;25214;2
130031;-190502;49086;24957;1
119696;-187028;48441;25174;2
116055;-173156;48213;26041;1
101364;-187515;47295;25144;4
127895;-181545;48953;25517;1
128350;-194934;48981;24680;4
130337;-186600;49106;25201;1
114188;-193940;48096;24742;1
121782;-191534;48571;24893;4
130719;-196229;49129;24599;8
119507;-188839;48429;25061;2
103914;-191844;47454;24873;2
108751;-172944;47756;26055;4
101630;-189075;47311;25046;4
98526;-191093;47117;24920;2
127169;-195627;48908;24637;4
128379;-191432;48983;24899;1
129459;-189155;49051;25041;1
122926;-196607;48642;24576;2
125146;-196219;48781;24600;8
121885;-193304;48577;24782;4
108150;-173495;47719;26020;8
119970;-188530;48458;25080;2
103190;-185902;47409;25245;4
102979;-181734;47396;25505;8
107596;-165010;47684;26550;1
99988;-195153;47209;24666;2
102456;-188205;47363;25101;2
127774;-179196;48945;25664;4
98873;-193738;47139;24755;1
101733;-192956;47318;24804;1
101907;-192041;47329;24861;8
104058;-191776;47463;24878;2
116435;-174392;48237;25964;8
103161;-184894;47407;25308;4
102711;-182391;47379;25464;8
115269;-172952;48164;26054;4
115130;-164213;48155;26600;2
101007;-193624;47272;24762;2
100212;-193662;47223;24760;4
106092;-179875;47590;25621;2
99332;-186741;47168;25192;4
112310;-165906;47979;26494;2
98939;-166102;47143;26482;1
122026;-163926;48586;26618;2
115831;-175121;48199;25918;8
130286;-187597;49102;25139;8
125825;-194955;48824;24679;4
102885;-194623;47390;24700;2
116368;-181658;48233;25510;1
128721;-188066;49005;25109;8
98807;-181493;47135;25520;8
130961;-193378;49145;24777;8
127653;-185939;48938;25242;1
98924;-165330;47142;26530;2
129774;-194225;49070;24724;2
128113;-186743;48967;25192;2
119468;-185503;48426;25270;2
114865;-175606;48139;25888;1
115896;-175425;48203;25899;8
98782;-172549;47133;26079;2
119768;-194478;48445;24709;8
130813;-186873;49135;25184;1
123670;-194742;48689;24692;2
118439;-193334;48362;24780;8
119052;-191868;48400;24872;1
108860;-173746;47763;26004;2
119443;-193650;48425;24760;1
98591;-170307;47121;26219;4
114987;-192264;48146;24847;2
103160;-192792;47407;24814;8
120630;-185635;48499;25261;8
98639;-183365;47124;25403;1
120687;-194898;48502;24682;8
130063;-191382;49088;24902;2
113650;-193168;48063;24791;8
130615;-193969;49123;24740;8
119878;-184118;48452;25356;4
118411;-187925;48360;25118;2
100144;-189468;47219;25022;8
124194;-192761;48722;24816;4
130006;-188763;49085;25066;4
99708;-186844;47191;25186;1
128416;-193907;48986;24744;2
99045;-181315;47150;25531;2
121099;-186768;48528;25191;1
103656;-193339;47438;24780;2
98851;-167702;47138;26382;4
128853;-195577;49013;24640;2
100961;-196040;47270;24611;1
129349;-179677;49044;25634;1
99872;-194710;47202;24694;1
99420;-169626;47173;26262;4
124849;-193608;48763;24763;8
99080;-189657;47152;25010;2
98443;-187330;47112;25155;2
115216;-175939;48161;25867;2
123702;-194453;48691;24710;4
100407;-194458;47235;24710;8
126666;-165158;48876;26541;4
102267;-185595;47351;25264;8
127516;-192350;48929;24842;2
100491;-186955;47240;25179;2
99024;-195182;47149;24665;2
118467;-194634;48364;24699;2
130409;-191285;49110;24908;8
101830;-190717;47324;24944;1
103663;-186358;47438;25216;1
98424;-180266;47111;25597;2
126483;-195382;48865;24652;8
130428;-191831;49111;24874;4
120497;-192795;48491;24814;8
128889;-188510;49015;25082;1
115074;-179540;48152;25642;1
103389;-189456;47421;25023;8
130597;-182739;49122;25442;8
99401;-189202;47172;25038;4
101764;-189023;47320;25050;2
113030;-174231;48024;25974;8
98882;-192622;47140;24825;8
127342;-181265;48918;25534;2
116541;-183561;48243;25391;4
118486;-196279;48365;24596;2
127614;-181347;48935;25529;4
102545;-187411;47369;25150;2
130377;-195956;49108;24616;8
103139;-181956;47406;25491;2
101089;-187746;47278;25129;4
103377;-185663;47421;25260;1
